date,below_ma60,dd25,dd40,newlow60,n_stocks,med_pb_pct,idx_pos250,idx_gain250
2024-10-30,2.66,0.58,0.09,0.13,510700,27.6,96.3,140.2
2024-10-31,2.92,0.65,0.09,0.24,510800,27.6,97.8,142.5
2024-11-01,3.8,1.83,0.11,0.09,510800,27.6,94.8,138.1
2024-11-04,2.82,1.21,0.11,0.07,510800,21.6,96.8,141.0
2024-11-05,1.9,0.27,0.07,0.0,510800,21.6,100.0,146.0
2024-11-06,2.08,0.43,0.07,0.09,510800,21.6,100.0,146.6
2024-11-07,1.39,0.43,0.07,0.0,511000,21.6,100.0,149.2
2024-11-08,1.58,0.27,0.05,0.0,511000,21.6,100.0,149.6
2024-11-11,1.54,0.29,0.04,0.04,511000,40.8,100.0,153.2
2024-11-12,1.74,0.34,0.04,0.14,511000,40.8,98.7,151.2
2024-11-13,1.58,0.38,0.02,0.0,511000,40.8,98.4,150.8
2024-11-14,2.15,0.65,0.02,0.04,511000,40.8,95.3,146.1
2024-11-15,2.63,1.36,0.07,0.09,511000,40.8,93.1,142.7
2024-11-18,4.22,2.32,0.07,0.05,511000,20.8,90.8,139.2
2024-11-19,3.06,1.54,0.04,0.05,511000,20.8,93.2,142.8
2024-11-20,2.53,1.05,0.05,0.0,511100,20.8,95.0,145.6
2024-11-21,2.72,1.05,0.07,0.02,511100,20.8,95.2,145.9
2024-11-22,6.79,2.1,0.07,0.42,511200,20.8,91.7,140.5
2024-11-25,6.64,1.9,0.07,0.34,511200,27.6,92.0,141.0
2024-11-26,7.75,2.37,0.09,0.33,511300,27.6,90.9,139.3
2024-11-27,5.96,1.94,0.04,0.05,511300,27.6,93.0,142.5
2024-11-28,7.3,1.77,0.05,0.22,511300,27.6,92.5,141.8
2024-11-29,5.78,1.45,0.05,0.09,511400,27.6,94.1,144.2
2024-12-02,4.51,0.87,0.04,0.04,511400,38.4,96.0,147.1
2024-12-03,4.71,0.65,0.04,0.0,511400,38.4,95.8,146.8
2024-12-04,6.32,0.81,0.05,0.04,511500,38.4,94.3,144.5
2024-12-05,6.39,0.63,0.04,0.09,511600,38.4,95.5,146.4
2024-12-06,5.25,0.65,0.02,0.04,511600,38.4,96.5,147.9
2024-12-09,5.92,0.89,0.02,0.02,511600,41.6,95.8,146.8
2024-12-10,5.32,0.71,0.02,0.02,511600,41.6,96.7,148.2
2024-12-11,4.74,0.56,0.02,0.02,511700,41.6,98.0,150.2
2024-12-12,4.11,0.43,0.02,0.0,511800,41.6,98.6,151.2
2024-12-13,8.64,0.56,0.02,0.14,511800,41.6,96.6,148.0
2024-12-16,11.97,0.78,0.02,0.25,511800,42.4,95.4,146.2
2024-12-17,23.07,1.56,0.05,0.36,511800,42.4,93.4,143.1
2024-12-18,23.34,1.39,0.05,0.31,511800,42.4,94.2,144.3
2024-12-19,25.86,1.58,0.09,0.54,511800,42.4,94.3,144.6
2024-12-20,23.88,1.38,0.07,0.53,512000,42.4,95.3,146.1
2024-12-23,49.07,3.1,0.09,1.27,512000,25.6,92.7,142.0
2024-12-24,45.65,3.66,0.04,0.38,512100,25.6,93.7,143.6
2024-12-25,56.89,5.76,0.14,2.01,512100,25.6,92.6,142.0
2024-12-26,54.34,4.91,0.2,1.76,512100,25.6,93.6,143.5
2024-12-27,49.99,4.16,0.16,1.2,512100,25.6,93.8,143.8
2024-12-30,54.66,5.67,0.29,4.15,512200,27.6,93.4,143.2
2024-12-31,64.58,7.8,0.42,13.63,512200,27.6,90.6,138.8
2025-01-02,71.16,9.38,0.31,21.98,512200,27.6,88.1,135.0
2025-01-03,78.51,18.0,1.01,33.13,512400,27.6,85.5,131.0
2025-01-06,79.96,20.08,1.27,22.36,512400,12.4,85.2,130.6
2025-01-07,77.04,13.8,0.63,4.13,512400,12.4,86.5,132.6
2025-01-08,76.97,13.42,0.47,10.34,512400,12.4,86.1,131.9
2025-01-09,76.52,11.64,0.33,11.19,512400,12.4,86.2,132.1
2025-01-10,80.17,15.84,0.62,35.6,512600,12.4,84.3,129.2
2025-01-13,80.92,13.13,0.56,12.86,512600,12.0,84.5,129.5
2025-01-14,73.6,3.84,0.13,0.13,512600,12.0,88.3,135.4
2025-01-15,74.47,3.57,0.14,0.71,512800,12.0,87.8,134.5
2025-01-16,73.11,2.61,0.14,0.58,512800,12.0,88.2,135.1
2025-01-17,72.91,2.68,0.11,0.67,512800,12.0,88.8,136.1
2025-01-20,70.14,1.58,0.07,0.83,512800,20.0,89.4,136.9
2025-01-21,69.24,1.45,0.05,2.17,512800,20.0,89.8,137.6
2025-01-22,71.92,1.65,0.07,5.03,513000,20.0,89.0,136.4
2025-01-23,72.37,1.96,0.09,4.31,513100,20.0,88.6,135.8
2025-01-24,69.87,1.74,0.07,2.79,513100,20.0,90.3,138.3
2025-01-27,72.03,2.01,0.05,4.94,513300,18.8,88.9,136.2
2025-02-05,70.89,1.63,0.07,2.63,513300,18.8,89.4,137.0
2025-02-06,63.43,1.07,0.07,0.63,513300,18.8,91.8,140.7
2025-02-07,59.01,0.81,0.05,0.24,513300,18.8,93.2,142.9
2025-02-10,51.26,0.51,0.05,0.27,513200,30.8,94.4,144.7
2025-02-11,51.46,0.54,0.05,0.72,513200,30.8,94.1,144.2
2025-02-12,47.18,0.53,0.05,0.51,513200,30.8,95.5,146.4
2025-02-13,52.89,0.53,0.04,0.72,513200,30.8,94.4,144.7
2025-02-14,51.87,0.54,0.04,0.78,513200,30.8,95.0,145.6
2025-02-17,46.62,0.45,0.04,1.09,513100,32.4,95.5,146.3
2025-02-18,57.32,0.6,0.05,2.53,513100,32.4,93.4,143.1
2025-02-19,48.61,0.43,0.02,1.29,513100,32.4,95.6,146.5
2025-02-20,43.47,0.47,0.04,1.56,513100,32.4,96.3,147.5
2025-02-21,41.44,0.42,0.04,2.01,513100,32.4,98.0,150.2
2025-02-24,38.82,0.4,0.04,1.47,513100,37.6,98.3,150.6
2025-02-25,41.37,0.43,0.04,3.44,513100,37.6,97.8,146.3
2025-02-26,35.14,0.29,0.02,0.76,513100,37.6,99.2,148.3
2025-02-27,35.16,0.27,0.02,0.8,513100,37.6,98.8,147.7
2025-02-28,50.23,0.49,0.02,2.84,513100,37.6,95.3,142.5
2025-03-03,47.29,0.58,0.04,1.85,513200,30.8,95.4,142.6
2025-03-04,39.87,0.49,0.04,1.65,513300,30.8,96.6,144.5
2025-03-05,40.32,0.36,0.04,2.34,513200,30.8,97.3,145.4
2025-03-06,33.21,0.25,0.04,0.62,513100,30.8,99.3,148.6
2025-03-07,35.65,0.4,0.04,1.81,513100,30.8,98.9,147.9
2025-03-10,32.68,0.34,0.04,1.03,513100,44.8,99.1,148.2
2025-03-11,30.54,0.33,0.04,0.78,513300,44.8,99.6,148.9
2025-03-12,28.37,0.29,0.04,0.67,513300,44.8,99.8,149.3
2025-03-13,31.67,0.49,0.04,1.45,513300,44.8,98.3,147.0
2025-03-14,21.53,0.31,0.04,0.11,513300,44.8,99.9,149.4
2025-03-17,18.61,0.34,0.04,0.16,513300,50.8,100.0,149.8
2025-03-18,17.26,0.34,0.04,0.18,513400,50.8,100.0,150.3
2025-03-19,18.25,0.38,0.05,0.34,513500,50.8,99.3,149.2
2025-03-20,19.08,0.38,0.05,0.38,513600,50.8,98.8,148.6
2025-03-21,25.69,0.76,0.05,1.25,513600,50.8,96.9,145.6
2025-03-24,35.89,1.14,0.11,2.44,513700,37.2,96.2,144.6
2025-03-25,35.54,1.72,0.09,1.96,513800,37.2,95.4,143.5
2025-03-26,30.62,1.3,0.11,0.74,513800,37.2,95.8,144.0
2025-03-27,32.01,1.61,0.07,1.39,514000,37.2,95.7,143.9
2025-03-28,40.58,2.01,0.11,3.13,514000,37.2,94.8,142.5
2025-03-31,49.34,2.17,0.13,5.7,514000,30.8,94.2,141.5
2025-04-01,41.14,2.55,0.11,1.88,514000,30.8,94.7,142.3
2025-04-02,40.29,2.34,0.18,1.65,514100,30.8,94.9,142.7
2025-04-03,43.42,2.93,0.16,3.4,514100,30.8,93.8,141.0
2025-04-07,82.55,26.13,1.38,48.07,514100,11.6,83.1,124.9
2025-04-08,80.34,28.08,1.38,22.58,514200,11.6,83.6,125.7
2025-04-09,76.61,21.06,0.78,4.67,514300,11.6,85.5,128.5
2025-04-10,72.59,12.96,0.31,0.2,514300,11.6,87.5,131.5
2025-04-11,71.07,10.12,0.27,0.4,514400,11.6,88.7,133.3
2025-04-14,66.81,6.77,0.22,0.16,514400,20.0,89.8,135.0
2025-04-15,66.54,6.83,0.14,0.31,514500,20.0,89.4,134.4
2025-04-16,69.18,8.87,0.24,1.32,514600,20.0,88.3,132.6
2025-04-17,67.5,7.7,0.27,1.14,514700,20.0,88.3,132.7
2025-04-18,69.02,5.18,0.25,1.01,514700,20.0,88.2,132.6
2025-04-21,65.06,2.84,0.2,0.62,514700,21.6,90.0,135.3
2025-04-22,63.44,2.66,0.2,1.07,514700,21.6,90.0,135.2
2025-04-23,62.54,1.85,0.16,0.71,514700,21.6,90.5,136.0
2025-04-24,64.31,1.85,0.22,1.83,514900,21.6,89.5,134.6
2025-04-25,63.57,1.79,0.18,1.68,515000,21.6,89.8,135.0
2025-04-28,68.15,2.34,0.25,4.33,515000,18.8,88.9,133.6
2025-04-29,65.6,2.34,0.31,3.24,515000,18.8,89.3,134.2
2025-04-30,63.81,2.25,0.36,2.68,514600,18.8,90.0,135.3
2025-05-06,53.49,1.72,0.36,0.91,514600,18.8,92.3,138.7
2025-05-07,50.03,1.36,0.31,0.71,514600,18.8,92.4,138.9
2025-05-08,44.94,1.34,0.25,0.62,514600,18.8,93.1,140.0
2025-05-09,49.76,1.41,0.25,0.81,514600,18.8,92.0,138.3
2025-05-12,44.69,1.25,0.24,0.51,514600,37.2,93.3,140.2
2025-05-13,45.61,1.14,0.24,0.62,514600,37.2,93.0,139.8
2025-05-14,45.59,1.16,0.25,0.67,514600,37.2,93.2,140.0
2025-05-15,49.9,1.03,0.24,1.01,514600,37.2,91.6,137.7
2025-05-16,47.91,1.05,0.22,1.16,514800,37.2,91.8,137.9
2025-05-19,43.69,0.94,0.2,0.78,515000,40.8,92.2,138.6
2025-05-20,39.69,0.91,0.18,0.63,515000,40.8,93.0,139.7
2025-05-21,41.7,0.94,0.16,1.05,515000,40.8,92.7,139.4
2025-05-22,47.76,1.03,0.18,1.96,514900,40.8,91.7,137.9
2025-05-23,52.89,1.29,0.24,3.17,514900,40.8,90.6,136.2
2025-05-26,49.16,1.23,0.18,1.7,514900,36.8,91.2,137.0
2025-05-27,47.85,1.23,0.16,2.61,514700,36.8,90.9,136.6
2025-05-28,49.21,1.41,0.16,2.72,514700,36.8,90.5,136.0
2025-05-29,42.57,1.43,0.14,0.62,514700,36.8,92.1,138.4
2025-05-30,48.05,1.97,0.27,2.77,514700,36.8,91.1,137.0
2025-06-03,44.87,1.92,0.27,2.17,514700,36.8,91.8,138.0
2025-06-04,41.12,1.81,0.24,0.91,514700,36.8,92.6,139.2
2025-06-05,39.25,2.05,0.16,0.81,514900,36.8,93.3,140.2
2025-06-06,38.87,2.28,0.2,1.05,514900,36.8,93.1,139.9
2025-06-09,33.89,2.32,0.2,0.74,514900,46.8,94.1,141.4
2025-06-10,38.2,2.39,0.31,2.01,514900,46.8,93.2,140.1
2025-06-11,34.66,2.37,0.29,0.6,515000,46.8,93.6,140.6
2025-06-12,34.75,2.43,0.24,1.58,515100,46.8,93.7,140.8
2025-06-13,42.95,2.77,0.34,4.2,515100,46.8,92.3,138.8
2025-06-16,39.49,2.66,0.25,2.23,515100,40.0,93.0,139.7
2025-06-17,38.82,2.79,0.24,2.66,515100,40.0,92.9,139.6
2025-06-18,41.19,2.73,0.22,3.75,515100,40.0,92.8,139.5
2025-06-19,51.4,3.33,0.24,7.37,515100,40.0,91.5,137.5
2025-06-20,53.88,3.57,0.22,7.1,515300,40.0,90.7,136.4
2025-06-23,45.63,3.04,0.18,2.43,515300,34.4,91.9,138.2
2025-06-24,34.42,2.48,0.2,0.33,515300,34.4,93.7,140.8
2025-06-25,29.11,2.46,0.18,0.29,515300,34.4,94.9,142.7
2025-06-26,31.78,2.46,0.2,0.65,515300,34.4,94.5,142.0
2025-06-27,28.92,2.1,0.16,0.56,515200,34.4,94.9,142.7
2025-06-30,24.26,1.65,0.2,0.4,515200,58.4,96.1,144.5
2025-07-01,23.03,1.39,0.2,0.33,515300,58.4,96.4,144.9
2025-07-02,24.1,1.54,0.18,0.43,515300,58.4,95.4,143.4
2025-07-03,21.93,1.34,0.14,0.33,515100,58.4,95.9,144.2
2025-07-04,26.54,1.41,0.14,0.76,515000,58.4,95.5,143.5
2025-07-07,25.42,1.23,0.13,1.0,515000,53.6,95.7,143.8
2025-07-08,21.31,1.1,0.14,0.31,515100,53.6,96.9,145.7
2025-07-09,22.89,1.2,0.14,0.65,515100,53.6,96.7,145.3
2025-07-10,22.4,1.14,0.11,0.81,515200,53.6,96.9,145.6
2025-07-11,20.62,1.01,0.09,0.51,515000,53.6,97.7,146.9
2025-07-14,19.7,1.0,0.09,0.51,515000,65.6,97.7,146.9
2025-07-15,24.95,1.16,0.09,1.54,515000,65.6,97.4,146.5
2025-07-16,22.04,1.01,0.05,0.63,515000,65.6,97.7,146.9
2025-07-17,19.72,0.85,0.05,0.65,515000,65.6,98.8,148.6
2025-07-18,19.46,0.85,0.05,0.51,515000,65.6,99.1,148.9
2025-07-21,15.3,0.67,0.02,0.16,514800,69.2,100.0,150.3
2025-07-22,15.61,0.6,0.02,0.25,514800,69.2,100.0,150.9
2025-07-23,18.21,0.65,0.02,0.33,515000,69.2,99.5,150.2
2025-07-24,14.97,0.58,0.02,0.18,515000,69.2,100.0,152.3
2025-07-25,15.08,0.58,0.04,0.38,514900,69.2,100.0,152.5
2025-07-28,15.39,0.51,0.05,0.67,514900,74.8,100.0,153.0
2025-07-29,16.93,0.54,0.07,1.12,514900,74.8,100.0,154.0
2025-07-30,18.52,0.53,0.07,1.01,515000,74.8,99.2,152.7
2025-07-31,26.45,0.58,0.07,2.52,515000,74.8,98.3,151.4
2025-08-01,24.37,0.6,0.09,1.61,515000,74.8,98.5,151.6
2025-08-04,20.8,0.58,0.07,0.58,515000,77.6,99.5,153.2
2025-08-05,17.16,0.49,0.07,0.14,515000,77.6,100.0,154.3
2025-08-06,15.81,0.45,0.05,0.27,515100,77.6,100.0,156.0
2025-08-07,15.82,0.54,0.04,0.24,515100,77.6,100.0,156.0
2025-08-08,16.64,0.38,0.04,0.6,515200,77.6,99.6,155.4
2025-08-11,13.4,0.29,0.04,0.38,515200,84.0,100.0,157.8
2025-08-12,13.53,0.33,0.05,0.42,515300,84.0,100.0,158.3
2025-08-13,13.31,0.36,0.04,0.62,515300,84.0,100.0,160.6
2025-08-14,20.24,0.51,0.05,1.88,515300,84.0,98.8,158.6
2025-08-15,16.01,0.47,0.04,0.96,515300,84.0,100.0,161.8
2025-08-18,13.24,0.36,0.04,0.49,515300,89.6,100.0,164.5
2025-08-19,12.08,0.34,0.04,0.54,515300,89.6,100.0,164.6
2025-08-20,9.54,0.31,0.04,0.29,515300,89.6,100.0,166.1
2025-08-21,8.73,0.29,0.04,0.11,515300,89.6,99.3,164.9
2025-08-22,8.69,0.29,0.04,0.29,515300,89.6,100.0,167.4
2025-08-25,7.31,0.25,0.02,0.11,515300,94.8,100.0,170.0
2025-08-26,6.92,0.22,0.02,0.25,515300,94.8,100.0,170.0
2025-08-27,15.92,0.38,0.02,1.21,515300,94.8,98.1,166.8
2025-08-28,19.17,0.33,0.02,1.72,515300,94.8,99.6,169.3
2025-08-29,21.89,0.43,0.02,1.81,515300,94.8,99.5,169.1
2025-09-01,19.08,0.45,0.02,1.68,515300,96.0,100.0,170.5
2025-09-02,26.15,0.6,0.02,2.41,515300,96.0,97.5,166.3
2025-09-03,38.91,0.91,0.02,6.01,515300,96.0,96.1,163.8
2025-09-04,41.34,1.59,0.02,3.2,515300,96.0,93.9,160.1
2025-09-05,32.52,1.14,0.04,0.89,515300,96.0,96.6,164.7
2025-09-08,26.31,1.14,0.04,0.62,515300,94.0,97.5,166.2
2025-09-09,31.16,1.45,0.02,1.36,515300,94.0,96.3,164.3
2025-09-10,31.88,1.14,0.04,1.27,515400,94.0,96.4,164.4
2025-09-11,27.29,0.94,0.05,0.33,515400,94.0,98.7,168.2
2025-09-12,29.06,0.8,0.04,1.18,515400,94.0,99.0,168.7
2025-09-15,31.32,0.85,0.07,2.52,515400,93.6,98.9,168.6
2025-09-16,27.72,0.62,0.07,1.56,515400,93.6,99.8,170.1
2025-09-17,27.54,0.63,0.05,1.36,515400,93.6,100.0,171.7
2025-09-18,37.53,0.72,0.07,5.54,515400,93.6,99.0,170.0
2025-09-19,40.0,0.71,0.09,6.48,515400,93.6,98.5,169.1
2025-09-22,42.77,0.65,0.07,10.09,515400,92.4,99.1,170.2
2025-09-23,49.59,0.83,0.07,16.57,515500,92.4,98.1,168.4
2025-09-24,44.45,0.67,0.07,1.21,515500,92.4,99.7,171.3
2025-09-25,47.51,0.87,0.11,8.75,515700,92.4,99.4,170.6
2025-09-26,50.48,0.89,0.13,7.98,515800,92.4,97.9,165.7
2025-09-29,47.87,0.72,0.13,4.74,515800,91.2,99.2,168.0
2025-09-30,47.38,0.72,0.09,5.16,515900,91.2,100.0,169.5
2025-10-09,45.43,0.94,0.14,4.47,515900,91.2,100.0,164.7
2025-10-10,45.03,0.85,0.13,2.81,515900,91.2,98.5,160.8
2025-10-13,47.78,1.01,0.14,7.5,515900,91.6,98.3,154.3
2025-10-14,51.62,1.48,0.13,9.85,515800,91.6,96.4,143.5
2025-10-15,47.08,0.91,0.09,0.56,515800,91.6,97.8,138.2
2025-10-16,50.84,1.07,0.11,7.82,515800,91.6,96.8,136.6
2025-10-17,60.37,1.94,0.13,19.23,515900,91.6,94.0,132.7
2025-10-20,56.55,1.43,0.07,2.61,515900,87.2,94.7,133.6
2025-10-21,49.19,1.03,0.05,0.47,515900,87.2,96.0,135.6
2025-10-22,49.54,0.98,0.05,1.92,516000,87.2,95.6,133.0
2025-10-23,48.71,1.03,0.05,2.05,516000,87.2,95.6,133.0
2025-10-24,46.91,0.69,0.05,1.47,516100,87.2,97.0,135.0
2025-10-27,44.27,0.6,0.04,1.0,516100,92.4,98.0,136.4
2025-10-28,45.1,0.56,0.05,1.88,516400,92.4,97.8,136.1
2025-10-29,45.48,0.53,0.07,2.52,516400,92.4,99.0,137.7
2025-10-30,50.66,0.74,0.07,6.39,516400,92.4,97.9,136.2
2025-10-31,47.87,0.45,0.05,1.25,516400,92.4,98.2,136.6
2025-11-03,43.89,0.45,0.05,1.68,516400,92.4,98.6,137.1
2025-11-04,46.55,0.78,0.05,4.18,516400,92.4,97.2,135.3
2025-11-05,43.96,0.58,0.04,2.64,516500,92.4,97.6,135.8
2025-11-06,42.86,0.34,0.04,1.63,516600,92.4,98.7,137.4
2025-11-07,43.2,0.42,0.04,3.95,516700,92.4,98.6,137.2
2025-11-10,39.54,0.42,0.04,1.96,516700,97.2,98.9,137.6
2025-11-11,38.51,0.42,0.05,3.04,516600,97.2,98.6,137.2
2025-11-12,40.96,0.54,0.05,5.58,516600,97.2,97.9,136.2
2025-11-13,37.57,0.38,0.05,1.45,516600,97.2,99.2,138.1
2025-11-14,39.31,0.45,0.05,5.07,516600,97.2,98.1,136.5
2025-11-17,40.12,0.45,0.05,3.57,516600,97.6,98.4,136.9
2025-11-18,45.08,0.58,0.05,5.88,516800,97.6,97.4,135.5
2025-11-19,51.2,0.83,0.02,11.52,516800,97.6,96.6,134.4
2025-11-20,54.23,1.09,0.04,13.09,516800,97.6,96.0,133.5
2025-11-21,70.0,2.63,0.02,33.01,516800,97.6,92.4,128.6
2025-11-24,65.82,1.99,0.04,4.89,516800,84.4,93.6,130.2
2025-11-25,60.35,1.12,0.0,1.97,516900,84.4,94.8,131.9
2025-11-26,62.14,1.21,0.0,5.0,516900,84.4,94.8,131.9
2025-11-27,60.38,1.12,0.0,4.25,516900,84.4,94.9,132.0
2025-11-28,55.46,0.71,0.0,1.2,516900,84.4,95.9,133.4
2025-12-01,52.74,0.83,0.0,0.98,516900,90.0,96.6,134.4
2025-12-02,54.41,0.76,0.02,4.0,516900,90.0,95.6,133.1
2025-12-03,57.4,0.92,0.04,8.56,517000,90.0,94.8,131.9
2025-12-04,61.58,1.47,0.02,11.39,517000,90.0,94.8,131.9
2025-12-05,57.47,1.16,0.04,1.14,517000,90.0,96.0,133.6
2025-12-08,55.37,0.81,0.02,1.99,517000,88.8,97.1,135.1
2025-12-09,57.69,1.03,0.05,7.59,517000,88.8,96.5,134.3
2025-12-10,58.57,1.09,0.05,6.1,517100,88.8,96.9,134.8
2025-12-11,64.67,1.41,0.05,19.61,517100,88.8,95.6,133.0
2025-12-12,64.73,1.52,0.05,14.1,517100,88.8,96.4,134.1
2025-12-15,64.67,1.3,0.05,13.47,517100,86.4,95.6,133.0
2025-12-16,69.2,1.88,0.11,26.69,517200,86.4,93.9,130.7
2025-12-17,67.12,1.38,0.14,8.76,517300,86.4,95.3,132.6
2025-12-18,66.29,1.38,0.14,5.43,517400,86.4,95.1,132.3
2025-12-19,61.34,1.0,0.13,0.56,517500,86.4,95.8,133.4
2025-12-22,59.68,1.0,0.09,0.81,517500,88.4,96.9,134.8
2025-12-23,61.22,1.03,0.13,3.77,517800,88.4,96.7,134.5
2025-12-24,57.25,0.78,0.13,0.69,517900,88.4,98.1,136.6
2025-12-25,53.3,0.65,0.13,0.53,517900,88.4,99.1,137.9
2025-12-26,54.17,0.62,0.11,1.2,517900,88.4,99.4,138.4
2025-12-29,54.41,0.76,0.13,3.57,517900,92.0,99.3,138.2
2025-12-30,55.19,0.91,0.14,5.63,518200,92.0,99.3,138.2
2025-12-31,55.5,0.87,0.11,4.98,518200,92.0,99.3,138.2
2026-01-05,48.16,0.71,0.13,0.65,518200,98.0,100.0,141.1
2026-01-06,41.83,0.65,0.11,0.22,518300,98.0,100.0,143.1
2026-01-07,42.4,0.62,0.11,0.94,518300,98.0,100.0,143.8
2026-01-08,37.62,0.45,0.07,0.56,518300,98.0,100.0,145.0
2026-01-09,31.87,0.43,0.07,0.45,518300,98.0,100.0,147.9
2026-01-12,25.66,0.34,0.04,0.47,518300,100.0,100.0,152.0
2026-01-13,29.21,0.4,0.04,0.67,518300,100.0,98.2,149.2
2026-01-14,28.93,0.36,0.04,1.3,518300,100.0,98.8,150.2
2026-01-15,29.24,0.62,0.04,1.99,518400,100.0,98.6,149.9
2026-01-16,29.86,0.85,0.11,2.7,518400,100.0,98.5,149.8
2026-01-19,24.95,1.01,0.07,1.48,518400,100.0,98.9,150.4
2026-01-20,25.11,1.39,0.05,0.81,518400,100.0,97.9,148.9
2026-01-21,24.12,1.52,0.13,1.67,518400,100.0,98.7,150.1
2026-01-22,20.71,1.21,0.07,1.32,518300,100.0,99.4,151.2
2026-01-23,17.0,0.65,0.04,1.0,518300,100.0,100.0,154.1
2026-01-26,20.53,1.27,0.05,1.97,518300,100.0,98.8,152.2
2026-01-27,24.88,1.16,0.04,3.42,518300,100.0,99.0,152.5
2026-01-28,29.13,1.58,0.07,3.89,518400,100.0,99.2,152.8
2026-01-29,32.01,1.61,0.11,3.15,518500,100.0,98.4,151.6
2026-01-30,34.06,1.85,0.13,3.55,518500,100.0,97.5,150.2
2026-02-02,45.08,2.43,0.18,8.87,518500,98.4,94.2,145.1
2026-02-03,36.12,1.67,0.11,2.05,518600,98.4,96.9,149.4
2026-02-04,32.46,1.86,0.09,1.03,518600,98.4,96.9,149.3
2026-02-05,35.63,2.26,0.09,1.83,518700,98.4,95.2,146.8
2026-02-06,35.02,2.57,0.11,1.2,518700,98.4,95.1,146.5
2026-02-09,27.21,1.21,0.11,0.34,518700,99.6,97.2,149.8
2026-02-10,27.18,1.23,0.13,0.62,518900,99.6,97.4,150.1
2026-02-11,27.81,1.05,0.09,0.85,519000,99.6,97.3,149.9
2026-02-12,30.83,1.12,0.09,2.28,519000,99.6,98.2,151.3
2026-02-13,34.2,1.12,0.11,3.53,519000,99.6,96.9,149.3
2026-02-24,29.08,1.09,0.09,1.29,519000,99.6,98.0,151.0
2026-02-25,25.96,0.85,0.09,0.56,519000,99.6,99.5,153.3
2026-02-26,27.14,0.98,0.09,2.37,519000,99.6,100.0,154.5
2026-02-27,25.66,0.83,0.09,1.32,519000,99.6,100.0,155.8
2026-03-02,36.23,1.18,0.09,8.53,519000,99.6,99.0,154.2
2026-03-03,50.3,2.43,0.14,17.18,519000,99.6,95.1,148.1
2026-03-04,53.7,2.3,0.13,19.46,519000,99.6,94.6,147.3
2026-03-05,48.72,1.88,0.11,3.39,519000,99.6,95.4,148.7
2026-03-06,42.13,1.34,0.13,0.49,519100,99.6,96.4,150.1
2026-03-09,45.99,1.27,0.11,4.49,519100,97.6,95.8,149.3
2026-03-10,40.0,1.03,0.09,0.27,519100,97.6,97.5,151.9
2026-03-11,40.77,0.92,0.07,1.1,519100,97.6,97.7,152.2
2026-03-12,43.91,1.27,0.09,3.3,519100,97.6,97.4,151.7
2026-03-13,45.95,1.5,0.07,5.43,519100,97.6,96.0,149.4
2026-03-16,46.21,1.45,0.07,2.64,519100,98.0,95.9,149.4
2026-03-17,53.67,2.08,0.14,9.03,519100,98.0,93.7,145.9
2026-03-18,50.9,1.34,0.09,3.68,519100,98.0,94.6,147.3
2026-03-19,61.67,2.55,0.11,19.07,519100,98.0,92.4,143.9
2026-03-20,69.0,4.16,0.14,31.78,519100,98.0,90.9,141.6
2026-03-23,78.91,10.48,0.24,51.64,519100,78.8,86.5,134.8
2026-03-24,73.91,5.58,0.09,1.3,519100,78.8,88.8,138.3
2026-03-25,69.78,3.46,0.11,0.53,519300,78.8,90.5,141.0
2026-03-26,72.13,5.07,0.13,4.91,519300,78.8,89.2,139.0
2026-03-27,69.8,3.22,0.09,0.92,519200,78.8,90.5,140.9
2026-03-30,68.97,1.96,0.05,3.22,519200,90.8,90.7,141.3
2026-03-31,72.84,2.97,0.11,7.88,519300,90.8,89.0,138.6
2026-04-01,69.58,1.99,0.07,0.91,519400,90.8,90.7,141.3
2026-04-02,72.62,3.2,0.11,9.4,519400,90.8,89.0,138.7
2026-04-03,77.49,5.11,0.16,21.27,519400,90.8,88.0,137.1
2026-04-07,75.1,4.18,0.14,5.7,519400,90.8,88.8,138.4
2026-04-08,67.54,1.74,0.14,0.34,519500,90.8,92.9,144.7
2026-04-09,69.78,1.97,0.13,1.27,519500,90.8,92.5,144.1
2026-04-10,67.95,1.86,0.11,0.69,519700,90.8,93.4,145.5
2026-04-13,67.32,1.36,0.09,1.43,519600,95.6,93.7,146.0
2026-04-14,65.06,1.27,0.09,0.96,519600,95.6,95.1,148.2
2026-04-15,64.75,1.41,0.09,1.36,519600,95.6,94.7,147.5
2026-04-16,61.31,1.09,0.05,0.69,519800,95.6,96.2,149.8
2026-04-17,61.22,1.16,0.05,2.08,519900,95.6,97.0,150.2
2026-04-20,58.83,0.96,0.05,1.52,519900,96.0,97.6,147.9
2026-04-21,58.7,0.81,0.09,2.05,520100,96.0,97.6,144.4
2026-04-22,57.07,0.85,0.09,2.92,520000,96.0,99.1,145.4
2026-04-23,59.77,0.96,0.11,5.2,520000,96.0,97.7,143.4
2026-04-24,61.02,1.1,0.13,6.68,520100,96.0,97.0,142.4
2026-04-27,58.14,1.05,0.14,5.56,520000,95.6,97.4,143.0
2026-04-28,59.91,1.34,0.13,9.6,520000,95.6,96.1,141.1
2026-04-29,56.11,1.47,0.16,3.06,520000,95.6,97.5,143.1
2026-04-30,54.08,1.48,0.25,5.31,520100,95.6,97.9,142.6
2026-05-06,49.74,1.39,0.27,3.91,520100,95.6,100.0,145.9
2026-05-07,46.66,1.39,0.29,3.57,520100,95.6,100.0,148.3
