轮次,因子,分类,公式,含义,IC,IC_IR,Top组年化,市场年化,超额年化,回撤,Sharpe,Calmar,判定
Round5b-barra,sq_rev_yoy,财报-成长,"growth(sq(营收), sq(营收,-4季))",单季营收同比,0.0068941353053068,0.076018519269489,0.1110896138269017,0.0894393448591521,0.0206046466123637,-0.2839997286978948,0.3235768702705848,0.0725516418865383,|IC|<0.02
Round5b-raw,sq_np_qoq,财报-成长,"growth(sq(归母净利), sq(归母净利,-1季))",单季净利环比,0.0049928357666907,0.0863653059956916,0.0820910876888973,0.0895032928490509,-0.0041174612223915,-0.1505204166556033,-0.0688548667929242,-0.0273548354029105,|IC|<0.02
Round5b-lnmc,sq_np_qoq,财报-成长,"growth(sq(归母净利), sq(归母净利,-1季))",单季净利环比,0.0096006899733092,0.1187877780712365,0.0838832609768069,0.0894683683902388,-0.0024896634936951,-0.1118081214340187,-0.0258794699319155,-0.0222672866851125,|IC|<0.02
Round5b-barra,sq_np_qoq,财报-成长,"growth(sq(归母净利), sq(归母净利,-1季))",单季净利环比,0.0064664301793751,0.1006053493126296,0.0894951421576626,0.0895032928490509,0.0021417677428856,-0.1378573555168112,0.0663974229039043,0.0155361151014134,|IC|<0.02
Round5b-raw,sq_rev_qoq,财报-成长,"growth(sq(营收), sq(营收,-1季))",单季营收环比,0.0060257054825499,0.0975555174713394,0.0675201137679184,0.0895149844109037,-0.018559395433463,-0.2159422220668486,-0.3377504176551928,-0.0859461167706132,|IC|<0.02
Round5b-lnmc,sq_rev_qoq,财报-成长,"growth(sq(营收), sq(营收,-1季))",单季营收环比,0.0069434476160992,0.0657924468760255,0.0778311128127902,0.0894800641676016,-0.0104842260559023,-0.1988951641596813,-0.1266056841959567,-0.0527123225956625,|IC|<0.02
Round5b-barra,sq_rev_qoq,财报-成长,"growth(sq(营收), sq(营收,-1季))",单季营收环比,0.0075506989399037,0.08244804467845,0.0772114068846272,0.0895149844109037,-0.0108842855043468,-0.2007917481696182,-0.1541308022497816,-0.054206836703032,|IC|<0.02
Round5b-raw,ttm_np_chg,财报-成长,"growth(NPT, lag1(NPT))",净利润TTM环比变化率,0.0106553555240543,0.1414353671323954,0.1119485087570817,0.0879448480286799,0.0242651410361312,-0.1596300473995617,0.4776839195688084,0.1520086063458615,|IC|<0.02
Round5b-lnmc,ttm_np_chg,财报-成长,"growth(NPT, lag1(NPT))",净利润TTM环比变化率,0.0125260983526098,0.1419108466962356,0.1266326887892797,0.0878984145123606,0.0366899263378601,-0.1273367962453773,0.7077853081930654,0.2881329467969249,|IC|<0.02
Round5b-barra,ttm_np_chg,财报-成长,"growth(NPT, lag1(NPT))",净利润TTM环比变化率,0.0073058437187391,0.1018160015653861,0.1230744671529859,0.0879448480286799,0.0323828749080032,-0.0806269177218529,0.6439983922458682,0.4016385076224526,|IC|<0.02
Round5b-raw,ttm_rev_chg,财报-成长,"growth(REV, lag1(REV))",营收TTM环比变化率,0.009587275157862,0.1174827849448285,0.1050546675043087,0.0879738988759986,0.0185667333514958,-0.1990993444811285,0.3206519449490581,0.0932536136664963,|IC|<0.02
Round5b-lnmc,ttm_rev_chg,财报-成长,"growth(REV, lag1(REV))",营收TTM环比变化率,0.0135220714146407,0.1765697666063659,0.1115770371958753,0.0879274422346798,0.0252348657183643,-0.1365007555895507,0.456834754102191,0.1848697877852337,|IC|<0.02
Round5b-barra,ttm_rev_chg,财报-成长,"growth(REV, lag1(REV))",营收TTM环比变化率,0.0121353693102182,0.2138094396725272,0.1128703263505332,0.0879738988759986,0.026455784340075,-0.1036008874824598,0.5543192614995742,0.2553625261613139,|IC|<0.02
Round5b-raw,ttm_cfo_chg,财报-成长,"growth(CFO, lag1(CFO))",经营现金流TTM环比变化率,0.0027150295722199,0.1017514876028352,0.0791949649875873,0.0879448480286799,-0.0052550017119624,-0.1306233705671169,-0.158635661760206,-0.0402301800140913,|IC|<0.02
Round5b-lnmc,ttm_cfo_chg,财报-成长,"growth(CFO, lag1(CFO))",经营现金流TTM环比变化率,0.0002223258025217,0.0020903899459316,0.0740556243579624,0.0878984145123606,-0.0129525908226186,-0.2804151856975878,-0.1577451359715657,-0.0461907609974708,|IC|<0.02
Round5b-barra,ttm_cfo_chg,财报-成长,"growth(CFO, lag1(CFO))",经营现金流TTM环比变化率,0.0040872378942745,0.0442248180892104,0.0847487647043272,0.0879448480286799,-0.0036007841045971,-0.2192476229266303,-0.0176993845768538,-0.0164233666779692,|IC|<0.02
Round5b-raw,ttm_gp_chg,财报-成长,"growth(GP, lag1(GP))",毛利TTM环比变化率,0.0105409509834552,0.1756555924453956,0.1003259278396775,0.0889236976658056,0.0114223457601569,-0.1504107597050016,0.2765840481741067,0.0759410150082312,|IC|<0.02
Round5b-lnmc,ttm_gp_chg,财报-成长,"growth(GP, lag1(GP))",毛利TTM环比变化率,0.0071002477891199,0.0812491488341407,0.100584913022429,0.0888761076348099,0.0105794933374072,-0.1661149267158432,0.2155042056557282,0.0636877946285018,|IC|<0.02
Round5b-barra,ttm_gp_chg,财报-成长,"growth(GP, lag1(GP))",毛利TTM环比变化率,0.001647293503865,0.0217061849791149,0.1048521172582312,0.0889236976658056,0.0140867063975718,-0.1483314095326929,0.2937961395357678,0.0949677916629453,|IC|<0.02
Round5b-raw,sue_np,财报-成长,(sq-sq(-4季))/std(sq(-1..-8季)),标准化业绩惊喜SUE,0.0112944780155215,0.1366464217767251,0.1015341050879168,0.0895032928490509,0.0117536728406428,-0.2831537041893452,0.208497018177772,0.0415098678447207,|IC|<0.02
Round5b-lnmc,sue_np,财报-成长,(sq-sq(-4季))/std(sq(-1..-8季)),标准化业绩惊喜SUE,0.0145776646157451,0.2076346564135592,0.1066821369186208,0.0894683683902388,0.0175496467697566,-0.2383225667768191,0.3242909527969793,0.0736382081105702,|IC|<0.02
Round5b-barra,sue_np,财报-成长,(sq-sq(-4季))/std(sq(-1..-8季)),标准化业绩惊喜SUE,0.0124561304566883,0.230079860644641,0.1016496145759182,0.0895032928490509,0.0130456498639777,-0.1890126126976997,0.2757748811867574,0.0690199964847979,|IC|<0.02
Round5b-raw,sq_margin,财报-盈利,sq(归母净利)/sq(营收),单季净利率,0.0111842343403171,0.1029115137971718,0.0458680201107986,0.0895282646807833,-0.0494032300033483,-0.4353185168776483,-0.6940186090346415,-0.1134875455280339,|IC|<0.02
Round5b-lnmc,sq_margin,财报-盈利,sq(归母净利)/sq(营收),单季净利率,0.0306647664380912,0.2548231481627164,0.1806453436757595,0.0894933522520788,0.0820289594494176,-0.1040004705992988,1.2453701232143604,0.7887364256789307,通过
Round5b-barra,sq_margin,财报-盈利,sq(归母净利)/sq(营收),单季净利率,0.013295986999407,0.136634339002886,0.0702914608262634,0.0895282646807833,-0.0196486404168274,-0.2533585266988557,-0.2260790837344277,-0.0775527102751983,|IC|<0.02
Round5b-raw,sq_margin_chg,财报-盈利,sq净利率 - 去年同期sq净利率,单季净利率同比变化,0.0095939080544361,0.1512907124953288,0.0782308120059753,0.0894526309156074,-0.0070979479070487,-0.2194253368524137,-0.1290242209200701,-0.0323478956845483,|IC|<0.02
Round5b-lnmc,sq_margin_chg,财报-盈利,sq净利率 - 去年同期sq净利率,单季净利率同比变化,0.018475231347487,0.1272603040878875,0.1356601662863343,0.0894176470168575,0.0452659061466513,-0.1484091507681944,0.5844900787015209,0.3050075141077644,|IC|<0.02
Round5b-barra,sq_margin_chg,财报-盈利,sq净利率 - 去年同期sq净利率,单季净利率同比变化,0.0106206295266555,0.0982942212581381,0.066115774023731,0.0894526309156074,-0.0211790717384365,-0.3081741367028201,-0.231497092721877,-0.0687243646239531,|IC|<0.02
Round5b-raw,sq_gp_margin,财报-盈利,(GP-lag1(GP))/(REV-lag1(REV)),单季毛利率,0.0025805939589194,0.0473436591032212,0.072138910628726,0.0887993703720069,-0.0184064714721694,-0.1730436751875914,-0.4850581161259596,-0.1063689351963632,|IC|<0.02
Round5b-lnmc,sq_gp_margin,财报-盈利,(GP-lag1(GP))/(REV-lag1(REV)),单季毛利率,0.0037658226333924,0.0320118086581787,0.1056536372051304,0.0887518031054352,0.013155495995561,-0.1513371242723529,0.2457482323096031,0.0869284126998864,|IC|<0.02
Round5b-barra,sq_gp_margin,财报-盈利,(GP-lag1(GP))/(REV-lag1(REV)),单季毛利率,0.0003741065266336,0.0038944869228555,0.077178110862295,0.0887993703720069,-0.0109815357670252,-0.2422398889699228,-0.1765413621354981,-0.0453333091165208,|IC|<0.02
Round5c-raw,net_margin_ttm,财报-盈利,NPT/REV,净利率TTM,0.0075564662987631,0.0680627283605779,0.040858123460602,0.0887243611085237,-0.0538230288486935,-0.4462244227105795,-0.7366373622598102,-0.1206187427432743,|IC|<0.02
Round5c-lnmc,net_margin_ttm,财报-盈利,NPT/REV,净利率TTM,0.0256652362406597,0.2281347935155004,0.1523130326373523,0.088677908050935,0.0575252379220299,-0.1119719784429208,0.9807503611122272,0.5137467312980822,通过
Round5c-barra,net_margin_ttm,财报-盈利,NPT/REV,净利率TTM,0.0169278543187312,0.1676471173016287,0.0708830463340028,0.0887243611085237,-0.0181814712170845,-0.3642106983336958,-0.1605853716361851,-0.0499202008624865,|IC|<0.02
Round5c-raw,op_margin_ttm,财报-盈利,operating_profitTTM/REV,营业利润率TTM,0.0074127914812832,0.0658728907680174,0.0408124376910354,0.0887243611085237,-0.0546126202205835,-0.4476413446027458,-0.710848355358441,-0.1220008403581418,|IC|<0.02
Round5c-lnmc,op_margin_ttm,财报-盈利,operating_profitTTM/REV,营业利润率TTM,0.0256802617903363,0.2388616543361242,0.1436573386725739,0.088677908050935,0.0492616020047727,-0.0957551246462068,0.8791726335881802,0.5144539489325818,通过
Round5c-barra,op_margin_ttm,财报-盈利,operating_profitTTM/REV,营业利润率TTM,0.0158025185962238,0.1583463450957424,0.0653280580827733,0.0887243611085237,-0.0228952441514164,-0.3705194574702652,-0.2138592309358922,-0.0617922856406368,|IC|<0.02
Round5c-raw,sq_margin,财报-盈利,sq(归母净利)/sq(营收),单季净利率,0.0111842343403171,0.1029115137971718,0.0458680201107986,0.0895282646807833,-0.0494032300033483,-0.4353185168776483,-0.6940186090346415,-0.1134875455280339,|IC|<0.02
Round5c-lnmc,sq_margin,财报-盈利,sq(归母净利)/sq(营收),单季净利率,0.0306647664380912,0.2548231481627164,0.1806453436757595,0.0894933522520788,0.0820289594494176,-0.1040004705992988,1.2453701232143604,0.7887364256789307,通过
Round5c-barra,sq_margin,财报-盈利,sq(归母净利)/sq(营收),单季净利率,0.013295986999407,0.136634339002886,0.0702914608262634,0.0895282646807833,-0.0196486404168274,-0.2533585266988557,-0.2260790837344277,-0.0775527102751983,|IC|<0.02
Round5c-raw,roic_ttm,财报-盈利,EBIT/(TA-CL),ROIC(EBIT/投入资本),0.0056213205984269,0.0441807487199441,0.0424357685160443,0.0891155541521175,-0.0525106568350635,-0.5137217216698201,-0.5583514820458702,-0.1022161505345363,|IC|<0.02
Round5c-lnmc,roic_ttm,财报-盈利,EBIT/(TA-CL),ROIC(EBIT/投入资本),0.0167303578302186,0.1658376560793673,0.0848112083807288,0.0890678666865338,-0.0103596521658642,-0.3268690248789777,-0.1026043947424385,-0.0316935878818736,|IC|<0.02
Round5c-barra,roic_ttm,财报-盈利,EBIT/(TA-CL),ROIC(EBIT/投入资本),0.011671328310194,0.1369978124033841,0.0626563277179428,0.0891155541521175,-0.0284307682611345,-0.3415233450008282,-0.4336322142527196,-0.0832469249241676,|IC|<0.02
Round5c-raw,roe_ttm,财报-盈利,NI/EQ,ROE(归母TTM),0.00674269215532,0.0499836219652293,0.0396814272362111,0.0881789074114798,-0.0540029983131786,-0.5296274982730926,-0.557700164588834,-0.1019641134368235,|IC|<0.02
Round5c-lnmc,roe_ttm,财报-盈利,NI/EQ,ROE(归母TTM),0.0202013714421042,0.1830012079735616,0.1019519820547087,0.088132345022041,0.0125803294439983,-0.1628341254786038,0.2200888105720049,0.0772585562579225,Calmar=0.08<0.5
Round5c-barra,roe_ttm,财报-盈利,NI/EQ,ROE(归母TTM),0.0086703022233351,0.0974907441363564,0.0635785382023534,0.0881789074114798,-0.0228171427386717,-0.2554937748239989,-0.3034644403036803,-0.0893060613879524,|IC|<0.02
Round5c-raw,roa_ttm,财报-盈利,NPT/TA,ROA(TTM),0.0080356004837258,0.0658660767354132,0.0441940975199384,0.0881789074114798,-0.0488890066706276,-0.5177107291190306,-0.5156786273562123,-0.0944330567647696,|IC|<0.02
Round5c-lnmc,roa_ttm,财报-盈利,NPT/TA,ROA(TTM),0.0163973912628164,0.1839096021703146,0.0709437355936202,0.088132345022041,-0.0197790339454007,-0.313715857118253,-0.3097906920423082,-0.0630476066051871,|IC|<0.02
Round5c-barra,roa_ttm,财报-盈利,NPT/TA,ROA(TTM),0.0134249789929335,0.1953219139834014,0.0678600233433377,0.0881789074114798,-0.0206267085073083,-0.2597035623375653,-0.4138221135980882,-0.079424049179955,|IC|<0.02
Round5c-raw,gp_asset,财报-盈利,GP/TA,毛利率资产比(Novy-Marx),0.0074680021975595,0.0688555720041794,0.0689209856879995,0.0890970287418146,-0.0280755046519551,-0.4375063961524491,-0.2364130610109011,-0.0641716438864868,|IC|<0.02
Round5c-lnmc,gp_asset,财报-盈利,GP/TA,毛利率资产比(Novy-Marx),0.0129423587345784,0.1325918241314607,0.0716561863283098,0.0890493360693223,-0.0240262393609387,-0.4000791872585439,-0.2209134469601371,-0.0600537096807592,|IC|<0.02
Round5c-barra,gp_asset,财报-盈利,GP/TA,毛利率资产比(Novy-Marx),0.013152343019373,0.2122282262640427,0.0814131890770986,0.0890970287418146,-0.0124052048137568,-0.2746030389633728,-0.1684445356185701,-0.0451750456243547,|IC|<0.02
Round5c-raw,sq_np_yoy,财报-成长,"growth(sq(归母净利), sq(归母净利,-4季))",单季归母净利同比,0.0112597969020088,0.1435543209413056,0.1088366841627599,0.0895032928490509,0.0203251861748796,-0.1541963501084104,0.3866196111111638,0.1318136658915057,|IC|<0.02
Round5c-lnmc,sq_np_yoy,财报-成长,"growth(sq(归母净利), sq(归母净利,-4季))",单季归母净利同比,0.0174916941866544,0.1895202660746561,0.1334286327107414,0.0894683683902388,0.0431310562751874,-0.0721463604923762,0.8285233529599677,0.5978271943426049,|IC|<0.02
Round5c-barra,sq_np_yoy,财报-成长,"growth(sq(归母净利), sq(归母净利,-4季))",单季归母净利同比,0.0107047671217568,0.1373402785796722,0.104948833548508,0.0895032928490509,0.0138899367521088,-0.0631198533830517,0.2928836161958146,0.2200565433480299,|IC|<0.02
Round5c-raw,ttm_np_chg,财报-成长,"growth(NPT, lag1(NPT))",净利润TTM环比变化率,0.0106553555240543,0.1414353671323954,0.1119485087570817,0.0879448480286799,0.0242651410361312,-0.1596300473995617,0.4776839195688084,0.1520086063458615,|IC|<0.02
Round5c-lnmc,ttm_np_chg,财报-成长,"growth(NPT, lag1(NPT))",净利润TTM环比变化率,0.0125260983526098,0.1419108466962356,0.1266326887892797,0.0878984145123606,0.0366899263378601,-0.1273367962453773,0.7077853081930654,0.2881329467969249,|IC|<0.02
Round5c-barra,ttm_np_chg,财报-成长,"growth(NPT, lag1(NPT))",净利润TTM环比变化率,0.0073058437187391,0.1018160015653861,0.1230744671529859,0.0879448480286799,0.0323828749080032,-0.0806269177218529,0.6439983922458682,0.4016385076224526,|IC|<0.02
Round5c-raw,combo_margin,财报-复合,"mean(rank(net_margin_ttm), rank(op_margin_ttm), rank(sq_margin))",利润率复合,0.0092817630459625,0.0800589215720461,0.0446476756817324,0.0887508315895455,-0.0512613087289233,-0.4483046415246279,-0.6508253619168753,-0.1143448092676222,|IC|<0.02
Round5c-lnmc,combo_margin,财报-复合,"mean(rank(net_margin_ttm), rank(op_margin_ttm), rank(sq_margin))",利润率复合,0.0161381491164417,0.1960614556934737,0.0825725284436469,0.0887043856513463,-0.0075913811161101,-0.1778876676877946,-0.1771054722905794,-0.042675139962111,|IC|<0.02
Round5c-barra,combo_margin,财报-复合,"mean(rank(net_margin_ttm), rank(op_margin_ttm), rank(sq_margin))",利润率复合,0.0146297261846521,0.2001213435247883,0.0971551856107961,0.0887508315895455,0.0075998275765818,-0.0940060553548067,0.2469925902540475,0.0808440216739,|IC|<0.02
Round5c-raw,combo_profit,财报-复合,mean(rank(7个盈利因子)),盈利能力复合(净利率/营业利润率/单季净利率/ROIC/ROE/ROA/毛利资产比),0.0082930073085803,0.0638897716177744,0.0609975238960687,0.0897041465954666,-0.0357776792080823,-0.4889345814605218,-0.3444448440586642,-0.0731747774951999,|IC|<0.02
Round5c-lnmc,combo_profit,财报-复合,mean(rank(7个盈利因子)),盈利能力复合(净利率/营业利润率/单季净利率/ROIC/ROE/ROA/毛利资产比),0.0158723585093749,0.1587781363025701,0.0860840606693458,0.0896565830996583,-0.0064484170340073,-0.2518374475003034,-0.0802618691335379,-0.0256054732845065,|IC|<0.02
Round5c-barra,combo_profit,财报-复合,mean(rank(7个盈利因子)),盈利能力复合(净利率/营业利润率/单季净利率/ROIC/ROE/ROA/毛利资产比),0.0151404024674834,0.1791911163097639,0.0850944658468959,0.0897041465954666,-0.0052966819163837,-0.1651664121777806,-0.1027994190838971,-0.0320687592988492,|IC|<0.02
Round5c-raw,combo_growth,财报-复合,"mean(rank(sq_np_yoy), rank(ttm_np_chg), rank(sq_rev_yoy), rank(ttm_rev_chg), rank(sue_np))",单季成长复合(唯一稳健正信号),0.0121263652090301,0.1360460636888886,0.125049486253951,0.0879124418517864,0.0361230702613564,-0.2461744181260847,0.5214016620008475,0.1467377095326575,|IC|<0.02
Round5c-lnmc,combo_growth,财报-复合,"mean(rank(sq_np_yoy), rank(ttm_np_chg), rank(sq_rev_yoy), rank(ttm_rev_chg), rank(sue_np))",单季成长复合(唯一稳健正信号),0.0149124863485026,0.1848570877914913,0.1425755079596922,0.0878659128817003,0.0541973360333785,-0.1257502717762888,0.9030462909852102,0.4309918003978248,|IC|<0.02
Round5c-barra,combo_growth,财报-复合,"mean(rank(sq_np_yoy), rank(ttm_np_chg), rank(sq_rev_yoy), rank(ttm_rev_chg), rank(sue_np))",单季成长复合(唯一稳健正信号),0.0141890482421217,0.2196949044875335,0.1278683292898694,0.0879124418517864,0.0402354425964952,-0.070503834999817,0.8464624626075321,0.5706844542087627,|IC|<0.02
Round6-raw,roe_avg,JQ-盈利,NI/avgEQ,"ROE(平均净资产口径, JQ定义)",0.006743448614242,0.0496119116132478,0.0424498890973858,0.0881789074114798,-0.0513352569871897,-0.5265072755549864,-0.5185789273397092,-0.0975015149279328,|IC|<0.02
Round6-lnmc,roe_avg,JQ-盈利,NI/avgEQ,"ROE(平均净资产口径, JQ定义)",0.0139534818618686,0.1391923303531249,0.0696150219429951,0.088132345022041,-0.0190604691953203,-0.246714702039543,-0.3448930104832561,-0.0772571275151059,|IC|<0.02
Round6-barra,roe_avg,JQ-盈利,NI/avgEQ,"ROE(平均净资产口径, JQ定义)",0.0137379844675354,0.1605302585904418,0.0745652809509802,0.0881789074114798,-0.0135455823273638,-0.2198123223964199,-0.3151947503456171,-0.0616233984504975,|IC|<0.02
Round6-strat,roe_avg,JQ-盈利,NI/avgEQ,"ROE(平均净资产口径, JQ定义)",0.0161341680860423,0.1901434776805106,0.0673244591517103,0.0881789074114798,-0.0220501108100981,-0.2599321474689536,-0.4766798944900492,-0.0848302567604947,|IC|<0.02
Round6-raw,roa_avg,JQ-盈利,NPT/avgTA,"ROA(平均总资产口径, JQ定义)",0.0077176747789074,0.062316048023107,0.0472563416523079,0.0881789074114798,-0.045747489523344,-0.5156828964786127,-0.4653722729930198,-0.088712442929046,|IC|<0.02
Round6-lnmc,roa_avg,JQ-盈利,NPT/avgTA,"ROA(平均总资产口径, JQ定义)",0.0130062252522693,0.1262423722466322,0.0706160043785353,0.088132345022041,-0.0186574470478168,-0.3002986283591102,-0.2798038166497631,-0.0621296445800125,|IC|<0.02
Round6-barra,roa_avg,JQ-盈利,NPT/avgTA,"ROA(平均总资产口径, JQ定义)",0.0134224695125458,0.1599072756652057,0.0772022722060772,0.0881789074114798,-0.01050964794287,-0.1937957079306866,-0.2127936950625156,-0.0542305505890198,|IC|<0.02
Round6-strat,roa_avg,JQ-盈利,NPT/avgTA,"ROA(平均总资产口径, JQ定义)",0.0165080794323932,0.1881794944857508,0.0715641341363446,0.0881789074114798,-0.0179919666114428,-0.2390294857870619,-0.3467354977658832,-0.0752709087424925,|IC|<0.02
Round6-raw,sell_exp_neg,JQ-费用,-selling_expense/operating_revenue,销售费用率(反向),0.0031009901462175,0.0301218597229466,0.0577040106338619,0.0902968031841104,-0.0386288295587544,-0.3507196122196241,-0.3988223086354006,-0.1101416294181025,|IC|<0.02
Round6-lnmc,sell_exp_neg,JQ-费用,-selling_expense/operating_revenue,销售费用率(反向),0.0054362091033755,0.0548140878495969,0.0717566667006333,0.0902615646362496,-0.0221113853968585,-0.2173108833516426,-0.2509672923845604,-0.1017500138779468,|IC|<0.02
Round6-barra,sell_exp_neg,JQ-费用,-selling_expense/operating_revenue,销售费用率(反向),0.0036182779228039,0.0871450774050931,0.0774496880815296,0.0902968031841104,-0.0103665440434265,-0.1438550295768418,-0.3374747284498749,-0.0720624372600688,|IC|<0.02
Round6-strat,sell_exp_neg,JQ-费用,-selling_expense/operating_revenue,销售费用率(反向),0.005463424920266,0.1358878367611709,0.0895117050335232,0.0902968031841104,0.001898735432259,-0.0847603011629756,0.0737379304397013,0.0224012350853755,|IC|<0.02
Round6-raw,admin_exp_neg,JQ-费用,-administration_expenseTTM/TOTREV,管理费用率(反向),0.0036307590619337,0.0358534105269882,0.0721221254534585,0.0891155541521175,-0.0229199140043198,-0.266588134512427,-0.3413027866478928,-0.0859749967726016,|IC|<0.02
Round6-lnmc,admin_exp_neg,JQ-费用,-administration_expenseTTM/TOTREV,管理费用率(反向),0.009885318128796,0.1254646800261958,0.0958324742653542,0.0890678666865338,0.0044811247891622,-0.1190700871166994,0.1144994380386895,0.0376343454319504,|IC|<0.02
Round6-barra,admin_exp_neg,JQ-费用,-administration_expenseTTM/TOTREV,管理费用率(反向),0.0085097895602761,0.1996381578130757,0.0925006910728918,0.0891155541521175,0.0032382339833703,-0.0976444488177957,0.1061289057610542,0.0331635236060663,|IC|<0.02
Round6-strat,admin_exp_neg,JQ-费用,-administration_expenseTTM/TOTREV,管理费用率(反向),0.0116122508167912,0.2902346874608313,0.0915001360998419,0.0891155541521175,0.0023735935451072,-0.0991186591648155,0.084963072651378,0.0239469900532089,|IC|<0.02
Round6-raw,fin_exp_neg,JQ-费用,-financial_expenseTTM/TOTREV,财务费用率(反向),0.0108641332149537,0.147052799806995,0.0933937255824481,0.0891155541521175,0.0050150443314069,-0.1804597987766031,0.1418235430320407,0.0277903686328236,|IC|<0.02
Round6-lnmc,fin_exp_neg,JQ-费用,-financial_expenseTTM/TOTREV,财务费用率(反向),0.0113705488312499,0.1559343246498411,0.0987940196236063,0.0890678666865338,0.010366216640067,-0.1549778119628289,0.2786517445685778,0.066888392014164,|IC|<0.02
Round6-barra,fin_exp_neg,JQ-费用,-financial_expenseTTM/TOTREV,财务费用率(反向),0.0115646623356734,0.2352915764372574,0.0985248095303037,0.0891155541521175,0.0094664030522213,-0.0844633634292146,0.3271394960064002,0.1120770316014559,|IC|<0.02
Round6-strat,fin_exp_neg,JQ-费用,-financial_expenseTTM/TOTREV,财务费用率(反向),0.0121735301325687,0.2569142043333415,0.0905822376461997,0.0891155541521175,0.0024285616908468,-0.086861625639492,0.0957857950872997,0.0279589712138965,|IC|<0.02
Round6-raw,op_exp_neg,JQ-费用,-operating_expenseTTM/TOTREV,营业费用率(反向),0.0023968582486011,0.023061949119123,0.0575643902724896,0.0895557118686214,-0.0376825926054575,-0.346513648980509,-0.3967326715128539,-0.1087477873276419,|IC|<0.02
Round6-lnmc,op_exp_neg,JQ-费用,-operating_expenseTTM/TOTREV,营业费用率(反向),0.005167148905151,0.0517913611021128,0.0743591232130291,0.0895078588331679,-0.0181108105732311,-0.1994963884050563,-0.214239320107206,-0.0907826488390309,|IC|<0.02
Round6-barra,op_exp_neg,JQ-费用,-operating_expenseTTM/TOTREV,营业费用率(反向),0.0029007776196647,0.0701178198168194,0.0832054725224245,0.0895557118686214,-0.0041743178854175,-0.1048001302340349,-0.1265006830296126,-0.0398312280346947,|IC|<0.02
Round6-strat,op_exp_neg,JQ-费用,-operating_expenseTTM/TOTREV,营业费用率(反向),0.0050192650451431,0.120153171729693,0.0978936765942788,0.0895557118686214,0.0110628595247135,-0.0731091373373161,0.3048269612222151,0.1513197929510632,|IC|<0.02
Round6-raw,total_cost_neg,JQ-费用,-total_operating_costTTM/TOTREV,营业总成本率(反向),0.0085617560086061,0.074553932838776,0.0580710868034819,0.0891155541521175,-0.0373352295090099,-0.4029991318777922,-0.4933015097746059,-0.0926434489698396,|IC|<0.02
Round6-lnmc,total_cost_neg,JQ-费用,-total_operating_costTTM/TOTREV,营业总成本率(反向),0.0150816079933302,0.173228083258189,0.0871739225103576,0.0890678666865338,-0.0035282274079113,-0.1586938310363596,-0.0698911122173079,-0.0222329209955425,|IC|<0.02
Round6-barra,total_cost_neg,JQ-费用,-total_operating_costTTM/TOTREV,营业总成本率(反向),0.0142434298550989,0.1898352566341913,0.0895550217647709,0.0891155541521175,0.0001664428053087,-0.1087651347371667,0.0211694328109684,0.0015302955833316,|IC|<0.02
Round6-strat,total_cost_neg,JQ-费用,-total_operating_costTTM/TOTREV,营业总成本率(反向),0.017767184159257,0.2527322508430247,0.0883209019127,0.0891155541521175,-0.0013566570532492,-0.1135450162838572,-0.0243923944937468,-0.0119481866985486,|IC|<0.02
Round6-raw,gp_margin2,JQ-盈利,GP/TOTREV,毛利率(营业总收入口径),0.0037401822976307,0.0418069407012334,0.0615608584743894,0.0891155541521175,-0.0306315383062706,-0.362624923544019,-0.3788835625438104,-0.0844716849765906,|IC|<0.02
Round6-lnmc,gp_margin2,JQ-盈利,GP/TOTREV,毛利率(营业总收入口径),0.0059386331051893,0.0704683736841779,0.0774465295685082,0.0890678666865338,-0.013647279150434,-0.2745779142524354,-0.1745983374804974,-0.0497027562744443,|IC|<0.02
Round6-barra,gp_margin2,JQ-盈利,GP/TOTREV,毛利率(营业总收入口径),0.0074595308402815,0.1309594633658073,0.102652684166429,0.0891155541521175,0.0119369544075573,-0.07876010531224,0.371918584673976,0.1515609249153995,|IC|<0.02
Round6-strat,gp_margin2,JQ-盈利,GP/TOTREV,毛利率(营业总收入口径),0.009438233797788,0.1736655861812143,0.1080217186183318,0.0891155541521175,0.0185189250949282,-0.0561000493508168,0.5979557662867497,0.3301053262738105,|IC|<0.02
Round6-raw,ocf_to_revenue,JQ-现金流,CFO/REV,经营现金流/营业收入,0.0085146999809901,0.1162169509255368,0.0523387965174386,0.0887243611085237,-0.0424077352895185,-0.3618811039332839,-0.6308301812858722,-0.1171869291559827,|IC|<0.02
Round6-lnmc,ocf_to_revenue,JQ-现金流,CFO/REV,经营现金流/营业收入,0.0127994221490007,0.2399727678061672,0.0892076277378011,0.088677908050935,-0.0013277387852276,-0.1089938272172575,-0.0114734965641847,-0.0121817796395115,|IC|<0.02
Round6-barra,ocf_to_revenue,JQ-现金流,CFO/REV,经营现金流/营业收入,0.012794882803229,0.3495483737532088,0.1041990207053291,0.0887243611085237,0.0165119023351976,-0.0634008625492663,0.535958819416906,0.260436556716667,|IC|<0.02
Round6-strat,ocf_to_revenue,JQ-现金流,CFO/REV,经营现金流/营业收入,0.0139245656406062,0.4025572157201348,0.0969035075345483,0.0887243611085237,0.0095256981556135,-0.1053438205423603,0.3258524026579864,0.090424840361501,|IC|<0.02
